Puan	Yorum
1.0	Süper hiç takılma kasma olmadan istediğim oyunları oynayabiliyorum. Teşekkürler honor
0.0	Cihazda oyun vs oynarken dark edebileceğiniz multitouch sorunu var yani ince hareketlerinizi dokunmatik algılamıyor cihaz sorunun 29 ocakta yazılım ile çözüleceğini söylediler umarım öyledir
1.0	Gayet başarılı. Ürünün ne işe yaradığını, ne gibi özelliklere sahip olduğunu biliyorsunuz zaten.Tedarikçiyi tavsiye ederim. Herhangi bir sorun yaşamadım. Babam çok severek kullanıyor.
1.0	Merhaba Herkese ;Ürün gayet kaliteli ve şık duruyor.2 yıl Delta Servis garantili.Bu ürünü çok araştırdım ve piyasada bu özelliklerde alınabilecek en iyi cihaz. Alacak arkadaşlar için tavsiye ederim. Ürünü Cumartesi akşam sipariş verdim Pazar öğlen geldi. Hızlı kargo düzgün paketleme . 
1.0	fiyatına göre iyi
0.0	Telefon çok iyi.Ancak hizmet kalitesi sıfır. Müşteri ile iletişimleri berbat.Bir daha bu siteden bir şey almam.
1.0	7 Ay oldu alalı. Oyun konusunda sorun yok yeter artar bile her türlü oyunlarda . Ama bu telefon pil ömrü her gecen ayla bitiyor6 saat pil %30 geliyor . oyun oynamadım haldevideo sosyal medya arada gunluk işler . Oyun pubg oynarsanız her gun pil 1 seneyi görmeden biter ömrü. bir kalite var ortada ama bir yerden kestiler oda pil kismi oldu .Benim fikrim bu
0.0	telefon çok sıkıntılı , yere düştü ekranı kırıldı onunla beraber tel. mikrofon ve alt tuş takımı bozuldu üretici telefon parasına yakın ücret çıkardı , normal telefon satan yerlerde yedek parça yok olan uyumsuz olduğunu söylüyor.bunları bilin ona göre tercih edin.
0.0	ithalatcı garanti ile almayın kullanıcı hatası adı altında sizden alıyorlar kronik proplemleri var telefonların yuzlerce ornek var 
0.0	kutunun içinden çıkan kulaklık tam bir Hayal Kırıklığı!2012 model kulaklık. ve çok kalitesiz.. telefona gelecek olursam kamerası ve ekranı güzel.
0.0	telefonu iki gündür kullanıyorum. söylendiği gibi ekran ışığı ile ilgili hiç bir problem yaşamadım. pil performansı da iyi. kendi şarj aleti gayet yeterli geldi bana. ben memnunum tavsiye ederim. AMA.. telefonun kutusunda eziklik ve aşınmışlık vardı. bir darberi almış muhtemelen. başka satıcı düşünün derim. içerisinden de type-c çeviri ve iğne çıkmadı. satıcı kaynaklı düşük yıldız.
0.0	Hızlı ve gayet iyi telefon fakat iphone 5 bile bundan kat kat net fotoğraf çekiyor fotoğraf konusunda berbat ve bu büyük bir eksik
1.0	Fiyat araliginda en cazip modellerden biri NFC ve kablosuz sarj disinda eksigi yok. Ortalam kullanici icin fazlasiyla yeterli. Amiral gemisi alip butcenizi cokertmeyin, punjabi fakiri markalara da yonelmeyin. Bu saatten sonra XR'dan eski iPhone alinmaz. Fiyatlar malum. En mantiklisi Samsung A ve M serileri.
1.0	akşam 7de sipariş verdim sabah 10da elime ulaştı, teşekkürler hepsiburada.cihaz delta servis garantili alacak arkadaşlara şiddetle tavsiye ederim bu paraya bu telefon zor
0.0	Askerde kullanmak için aldığım telefon daha sim kartı takar takmaz kendi kendine kapanmaya başladı kesinlikle tavsiye etmem. Ayıplı ürün satılıyor
1.0	Alacak arkadaşlar hiç tereddüt etmenize gerek yok gerçekten telefon fiyatına göre çok iyi.
1.0	Sadece eksi yönlerini yazacağım.10 gündür kullanıyorum. -Ekrandan parmak izi çok yavaş.arkaya koysalar bundan iyidi. Süper diyenlere inanmayin.Eşim M20 kullanıyor, onda bile daha hızlı ve hatasız açıyor.-Kamera gün ışığında güzel. düşük ışık idare eder. zoom sakın yapmayın.Çok bozuluyor. Portre gayet başarılı.-Pil 4000 ampere göre bekledigim gibi gitmiyor. gece 12 saat bekleme süresinde %5 sarj gidiyor. normal kullanımda 1 gun anca.-Ön kamerada orta seviyede yine.-Kutudan samsung'un S2 den kalma kulaklığı çıkıyor, üzücü :- Ve en sikayet ettigim şey. önde sadece kamera oldugu icin telefonla konuşurken kulağınıza götürdüğünüz zaman ekrani kapatacak sensör yok. bunu hareket sensöründen anlıyor ki bazen anlayamıyor. Bu da telefonla konusurken kulağınız tuşlara değip karşıya dıt dıt ses gitmesine sebep oluyor.
0.0	Evet. Başlıkta yazdığım gibi. Telefonu alalı neredeyse 1 sene olacak. Yerli malı dedik bir hevesle aldık. Telefonun artı ve eksilerini siz değerli milletimiz için yazıyorum.Artıları*Qualcomm 3 şarj desteği var ve hızlı şarjı gerçekten iyi.*Iphone tadında kasası var ve hoş.*Yanında verilen kulaklık güzel. Hoşuma gitti.*Parmak izi sensörü gerçekten hızlı çalışıyor.*Ekran gamı ve parlaklığı denildiği gibi canlı ve güzel. Pikseller sık.*64GB hafıza ve hafıza kartı desteği ile hafıza hendikabını egale etmişler.Eksileri*Android oreo halen verilmedi. Bir sürü telefona geldi ama Vestel uyuyor. Üstüne Z20 çıktı ama yine yok ortada güncelleme.*Yazılımsal kaynaklı müzik çalar ve ses sistemi iyi değil. Ne kulaklık takarsanız takın ses çıkışı berbat. Donanımsal değil yazılımsal ile çözülebilecek birşey. Bu sebepten dolayı bluetooth kulaklık ile tam ses performansı alınıyor.*Gps kitinde sıkıntı var. Sürekli kopmalar yaşanıyor. Kronik bir sorun. Yazılımsal da olabilir donanımsal da.*ÖZELLİKLE BUNU BÜYÜK HARFLERLE YAZIYORUM. DOKUNMATİK TUŞ SİSTEMİNDE VE PARMAK İZİ SENSÖR KİTİNDE KRONİK ARIZA VAR BU MODELDE. 2. SEFER SERVİSE GİTTİ AYNI SORUN ÜZERE. ÜÇÜNCÜSÜNÜ BEKLEMEKTEYİM.*Telefonu ilk aldığınızda güncelleme yapmazsanız ve sıfırlamadan kullanmaya başlarsanız telefon arama yaparken 20-30 sn ye donuyor. Güncelleme ve sıfırlama ile tamamen sorun çözülüyor.*Kesinlikle bir performans canavarı değil. Oynatması gereken oyunları bile oynatmada zorluk yaşadığını gördüm. Ayrıca cihaz fena ısınıyor.Kısacası cihazı tamir ettirip kardeşime verdim. Bende yeter artık diyip sağlam fiyata Huawei P20 Pro aldım ve paşalar gibi kullanıyorum. Neden mi? Vestel sağolsun...Biz bu parayı kısa yoldan kazanma zihniyetini terk etmediğimiz müddetçe bir miskal yol bile kat edemeyiz. Kalite ve standart anlayışı tam olgunlaşmamış maalesef... Yerli malından asla vazgeçmedim ama sizden vazgeçtim Vestel. Teşekkürler...
0.0	bugün samsung shopta ürünlere baktım çok çirkin bu a serisi abi orta seviyede samsungun iki telefonu var j7 pro ve a7 2017 diğerleri bence beş para etmez ve çirkinler kasalarda berbat s10 da fiyasko tepe modeldede s9 alınabilir gerçekten samsung 2018 2019 modellerde tam bir fiyasko tasarımda fiyasko ve 2017 modellerden hiç farkı yok hemen hemen samsungu kesinlikle almıyoruz bu senede birde diğer teknomarketlere gidip huawei xiaomi oppo honora bakacağız
0.0	Alışveriş çok temiz ve hızlı oldu. Telefonu 3 aydır kullanıyorum. Önceki telefonum iPhone 7 Plus idi. Ekranın tamamına yakın kullanabiliyor olmak harika. Gerçekten çok beğendim. Kullanım açısından da rahat. İnanılmaz büyük sıkıntı yaşadığım 1 konu var oda nem algılayıcısı. Antalya'da yaşıyorum ve dolayısıyla nem oranı çok yüksek telefonu şarj etmek istediğim zaman uyarı veriyor nem algılanmıştır, şarjdan çıkarın diyor ve telefonu şarj edemiyorum. Şuan şarjım %4 ve nem algılamadan dolayı şarj edemiyorum. Telefonu sürekli açıp kapatmak gerekiyor, yeniden başlatmam gerekiyor ki şarj edebiliyim ki nem uyarısı verdiği halde bazen şarj ediyor. Anlayacağınız nemli bir yerde yaşıyor veya çalışıyor iseniz uzak durun derim. İnanılmaz gereksiz hassas. Bu sebeple telefonu değiştirmeyi düşünmüyor değilim. Tek sıkıntısı bu aslında. Yoksa çok güzel telefon.
0.0	alalı 1 yıl oldu.kamerası bozuldu.bulanık gösteriyor.tavsiye etmiyorum.bende yorumlara aldanıp almıştım. siz aldanmayın.
0.0	bataryası çok ısınıyor. telefonun ısınması demek ömrünün kısa olması, arızanın çok olması demektir.
1.0	Telefon her şeyi ile çok güzel. Parasına göre özellikler mükemmel. Yerli malı olması gurur verici. Bence daha iyileri de olacak, bu yüzden desteklenmeli. Ne de olsa Zorlu.
0.0	Telefonu çok beğenerek almama rağmen beni hayal kırıklığına uğrattı. İlk bir kaç ay verdiğiniz parayı çıkartıyor sonra da arızaları başlıyor. İlk çıktığında almıştım. Şuan alt tuşları kullanmak için Google Play'den program indirdim çünkü çalışmıyor. Gün içinde en az bir kere donuyor. Herhangi bir işlem yapmama rağmen telefonun şarjı en fazla 15 saat gidiyor. Bence paranıza yazık etmeyin.
1.0	ötvye yapılan zamdan sonra aldım fiyatıda değişmedi geleli 2 gün oldu bayağı özelliğini kurcaladım ve mükkemmel olduğuna karar verdim firma hakkında sıkıntılarım vardı hala garanti konusunda olabilir ama ürün muhteşem paketlemeside iyiydi umarım hiç sıkıntı çıkmaz gözü kapalı bu fiyata alınabilecek tek ürün
0.0	6 ay kadar herkese tavsiye ettiğim bi telefondu ta ki bootloop sorunu çıkana kadar.telefon kapanıyor ve hiç açılmıyor.lg de bu sorunu kabul etti fakat telefonları geri çağırmadı.türkiye garantili ürünler çoğunlukla lg g5 le değiştirldi fakat ithalatçı garantili firmalar bunu yapmıyor.hele evo garantiliyse hiç bulaşmayın.kullanıcı hatası deyip para istiyorlar.bu sorun lg g4 ler için er geç çıkacaktır o yüzden almayın aldırmayın 
0.0	Yerli malı dediler aldım EYVALLAH. bi önceki yorumumu da yeni aldığımda görüntüsüne bakarak GAYET OLUMLU yönde yapmıştım. fakat 2ay kadar sürmedi ARKADAŞLAR KISACA KIRDIM PARAMPARÇA ETTİM. Arabada bluetooth uyumu yoktu. Ekran dokunmatiği berbat oldu. Aradığım kişilerde çoğunda bağlantı kopuyordu ve bu yüzden Aradıklarım çağrı bıraktığımı sanıp geri dönüş yapıyorlardı. telefonla alakalı sadece sarj iyi gidiyordu servise hiç gitmedim çünkü adamlar hiç olmamış bu telefonun neyini yapacaktı Neyse neticede sorun yumağı bu telefona dayanamadım. Gururla paramparça ettim kurtuldum. Şimdi 2013de aldığım S4miniden yazıyorum. Vestele hakkımı kesinlikle helal etmiyorum. Yazık insanların duygularını suistimal etmeyi bırak. mercedese şahin motoru takmakla olmuyor bu işler.
0.0	İlk yorumumu üzülerek değiştirmek zorunda kalıyorum.Telefon sürekli kendi kendine restart ediyor.. İade istedim :
0.0	Bu telefon iPhone kamera çerçeve alıntısı içerir... Klasik Samsung!  Samsung kullanıyorum ama son kullanıșım olacak
0.0	şarkı bir gün bile gitmiyor çok yoğun bir kullanıcı degilim. hızlı şarj olmuyor bence tek alına bilir özelliği 64gb olması gerisi teferruat beğenmedim.
0.0	Ürünün kargolanmasi ve paketlemesi gayet güzel di ancak bizi memnun etmeyen olay ise ürünün faturasında ve satışında samsung türkiye garantili yazmasına rağmen gelen ürünün kutusunda genpa nın bandrollü bulunmakta idi. Inşallah telefon ile ilgili garantilik bir durumumuz olmaz o zaman elimden ne gelirse yaparım. Bu sorun haricinde gayet güzel
1.0	Telefonu tam 1 yıldır kullanıyorum , android 9 var ve MIUI 11 mevcuttur , hafızası ile RAM olarak iki adım ötede, bazı gösteriş için alinan telefonlardan daha ucuz ve iyidir, tavsiye ederim içinde kulaklık yoktur lakin kılıf vardı ben alinca kulaklık girişi yok lakin aparat i kendileri veriyorlar telefon sim ve hafiza kartı için olan yer ince iğne var ona dikkat edin kaybetmeyin.Onun dışında telefon güzel tavsiye ederim.Sadece fazla uygulama olunca şarjı biraz fazla gidiyor.
0.0	Ben bu telefonu almadan yorumları okudum önüme güzel yorumlar geldi aldım telefonu ve şuan okadar pişmanım ki keşke kötü yorumlara da denk gelseydim vestel falan almayın kardeşim alacaksanız adam gıbı sorun soruşturun telefoncuları vs. Ona göre alın ama sakın vestel almayın. Işığı şarjı güzel olabılır ama instagramda çok hata veriyor arama tuşuna basıyorsun 10 saniye sonra arıyor velhasıl ALMAYIN KARDEŞ.... 
0.0	bu kadar güzel bi telefonda nfc olmaması büyük bi eksiklik
0.0	Telefon on numara yapılan olumsuz yorumlara aldırış etmeyin kamerası da sesi de kullanışıda parasına değer bir telefon1 puanı hepsiburada ve aras kargoya veriyorum.
0.0	berbat bi telefon sakin almayin ben aldim hicbir ozelligi yok ve kamerasi berbat
0.0	Telefonu aldığım günden beri pişmanlık yaşıyorum kamera berbat ötesi ekrandaki tarih bile bazen geride kalıyor.Çok sık donmalar oluyor telefonda aramayı acarken bile sıkıntı yasatan bir ürün paranıza yazık kesinlikle almayın.O fiyata huawei veya xiaominin aynı değerinde bir ürün almak daha mantıklı.
0.0	Ürünü hepsiburadadan aldım dört ay sonra android guncellemsi geldi kamera kötü çekmeye başladı garantiye göndereceğiz ins düzelir almayın tavsiye etmiyorum...
0.0	iPhone 6sden geçtim artı olarak sadece şarjı uzun diğer türlü olarak iphoneyi ararsınız. Açıkcası iphoneden sonra beni tatmin etmedi.
1.0	eşime hediye aldım. çok güzel telefon ve şık. yalnız rengi gold değil, rose gold. bayanlar için ideal renk.
1.0	Ürün fiyat ve performans olarak alınabilecek iyi ürünlerden birisi. 12 gündür kullanıyorum ve öyle yorumda bulunmak istedim. Huawei mate 20 lite ile mi 8 lite arasında kalmıştım ve fiyat farkı sebebiyle sonunda mi 8 lite aldım gayet de memnunum. Hem Xiaomi'nin MIUI arayüzü olsun hemde performansı olsun harika. Kameraları gündüz çekimlerinde gayet güzel hatta ön kamera harika diyebilirim. Akşam çekimleri kötü mü tabi ki değil ama ışığın az olduğu durumlarda kumlanmalar oluyor. Bu fiyata da o kadar olsun. 1 günü rahatlıkla çıkarıyorsunuz. Ortalama 1.5 gün sosyal medya , whatsapp vs kullanımım orta yoğunlukta olmama rağmen yetiyor. Yoğun kullanmıyorsanız 2 günü bile görebilirsiniz. Kasa ve tasarımı çok şık ilk kez Xiaomi telefon aldım ve MIUI arayüzü ve optimizasyonu harika çok beğendim. Günümüz ekonomik şartlarını ve kurdaki yüksekliği dikkate alırsak bu fiyatlarda şıklık, performans, kamera arıyorsanız fazla bedeller ödemeyin tavsiye ederim.
0.0	Kesinlikle fiyat performans ürünü değil.
1.0	Çok güzel bir twlefon bu kullanıyorum
1.0	sınıfına oranla gayet iyi
1.0	Ürün izmir den kastamonu ya 1 günden daha kısa bir zamanda geldi.bu çok hoşuma gitti.
1.0	ürün vaktinde saatinde ambalajlı güvenilir bir şekilde garantili sıfır olarak elime ulaştı. cihaz hakkında çok detaylı araştırma yapmamıştim ama elime ulaşınca ve cihazı tanımaya başladıkça bağlanmaya başladım. bu fiyata bu cihazı alabiliyor olmak gerçekten büyük şans.bu arada cihazı Hepsiburada dan aldım farklı bir mağazadan almadım.
0.0	Yabancı sitelerdeki incelemelerde işlemcisinin pil tüketiminin fazla olması sebebiyle ilk çıkan m30 dan hiçbir farkı olmadığı yani 6000 mh pilinin fark yaratmadığına vurgu yapılmış.İllaki samsung alınacaksa A70 ilk seçenek A50 ikinci seçenek olmalı. Xiaomi ise daha iyi fiyata samsung dan daha iyi özellikler sunmakta çevremde kullananlar çok memnun.Ben samsung note 5 kullanıyorum.Değişeceğim zaman samsung almam xiaomi alırım.
1.0	paketleme ve kargo süresi güzel ve hızlı cihaz çok iyi kulaklık vs de güzel ses digital çıkıyor
1.0	Başarılı, yerli, milli.
0.0	idare eder, çokta bişey beklemeyin
0.0	arama yaparken donuyor,kapatıp açınça normale dönüyor,sonra gene aynı şey oluyor
1.0	Telefonun şarj süresi süper normal kullanımda 2 günü çıkartıyor kasa yapısı güzel performans iyi bu fiyata alınabilecek en iyi telefon kamerasında kötü degil güzel hemde Türkiye garantili.
1.0	Kargo hızlı, ürün sıfır hiç bir sıkıntı yok, hepsiburada teşekkür ederim. Bu uygun fiyatla telefon gayet iyi. 
1.0	şaşırtıcı derecede hızlı bir şekilde elime ulaştı. pakete özen gösterilmesi ise artı puanı aldı. telefonda tam beklediğim gibi. kulanmaya başlayalı 2 gün oldu. sorun yok.
1.0	Iphone 3s den beri neredeyse 9 senedir sürekli iphone kullanıcısıyım. En son iphone 6 dan sonra telefon değiştirmedim ve 5 sendir aynı telefonu kullanıyordum. Android'e geçmekten son derece tereddüt ediyordum. Yok bütün bilgiler kaybolacak, yok yeni sisteme bu yaştan sonra nasıl alışırım falan. Çok hata yapmışım, size tavsiyem hiç daha fazla para vermeden gidin bu telefonu alın. Google drive ile önce bütün bilgilerimi  kişiler, resimler ve dosyalar yedekledim. Bu telefona son derece rahat kurdum. Ben oyundan anlamam yok pupgymiş falan. İşini iyi yapsın, istediğinizde bilgisayara takın istediğiniz dosyayı atın içine RAHAT edin.İOS dan benim gibi biran önce kurtulun. 
1.0	samsung telefonların içinde bu tarz olanlar gerçektende iş görüyor hem şrj hemde küçük olarak bende kullandım çok memnunum herkese tavsiye ederim güle güle kullanın
0.0	ithalatçı garantili ürünlere pek yanaşmamak lazım ya kamerası ya ses sistemi illa bi yerinde bir şeyler çıkıyor.
1.0	bu telefonu ben samsung un mağazasından aldım elden . oyun konusunda sıkıntınız olmaz plays stordaki oyunları rahat açar ve pubg de en yüksek ayarlarda oynuyorum kasması olmadı şimdiye kadar 6gb ram güzel olmuş trkiyeye daha 128 gb olan ları gelmedi telefonun ama olsun parası artardı . neyse olaydan çıkmadan yazayım parmak okuması rezalet yüz tanıması iyi ama karanlıkta o da kötü geri kalan konularda performans olarak gayet iyi . işlemciye gelirsek orta sekment bi telefonda olacak bi işlemci. sırf performans olarak bakıyosanız pocophone f1 veya honor play gibi cihazları tercih edebilirsiniz. aklımda mate 20 lite da almak varmı ama almadım parmak okuması arka tarafta tuşlu olduğu için tabiki dokundğunuzda açılıyor ama yüz tanıması a50 ile aynı diğer özelliklerde a50 tur bindirir . TELEFON ALIRKEN LÜTFEN VİDEOLARI İZLEYİN VE YORUMLARI OKUYUN.
1.0	Çok kalite, özellikle fiyat, muadillerine göre en az yüzde 15 daha ucuz ??
0.0	samsung un artik kavisli ekrandan vazgeçmesi gerekiyor.Ne uygun bir kılıf ne aksesuar bulunamıyor.En ufak carpmada akran köselerden kırılıyor.En azından note serisinde kavisli ekrandan vazgecilmeli.Malesef iphone a dönüş yapacagım bi sebepten
0.0	Meizu x8, gm9 pro, mi8 lite çok daha iyi telefonlar.
1.0	abe içtenlikle söylüyor um.. alın pişman olmazsınız
1.0	Yeni çıkmış bu özellikteki bir telefon için iyi. Ama 3-4 aya 1000 liraya düşer. Şimdilik bu fiyata g4 almak daha mantıklı.
1.0	ürün çok güzel. general mobilden sonra harika.bir günde elime geçti.
0.0	Meızu 16th daha iyi mi 8 pronun yazılımı iyi degil meizunun ekran parmak izi daha stabil çalışıyor çentik sevmiyenler meizu 16th öneririm
0.0	Kamerası çok kötü,çok fazla donma yapıyor maalesef.
0.0	berbat
1.0	Önceden kullanıdğım telefon iPhone 6 idi bu telefonu 1 haftadır kulanıyorum , üst düzey bir işlemciye geçiş yaptığımı çok net hissediyorum önceden spotfy ın netflix in açılmasını beklerim şimdi basmamla açılması bir oluyor.Kamera kesinlikle bahsedildiği kadar kötü değil normal ışıkda baya iyi fotoğraflar yakalayabiliyorsunuz,kameraya kötü denmesinin sebebi 5-6k lık cihazlar ile karşılaştırılması 2.2k fiyatına göre piyasada bundan iyi alınabilecek telefon yok bunu 2 aya yakın araştırdığım için rahatlıkla söyleyebiliyorum.Aksesuar konusu biraz sıkıntı olabiliyor haberiniz olsun zira ben bunu göze alarak satın aldım telefonu.Alacaklara şimdiden hayırlı olsun.
0.0	Arkadaşlar kesinlikle almayın hepsiexpres kargo yu seçmeyin 10 tl kargo parası alıyorlar super gizli kargo diyorlar pazar günü öğlen aldım telefonu 24 saat içinde kargoda olacak diyorlardı 3 gün oldu daha gelmedi benden size tavsiye kaç defa alış veriş yaptım burdan ilk defa hepsiexperes kargoyu seçtim resmen pişmanlık dolu bir 3 gün geçiriyorum eve tikili kaldık 3 gündür bir yere kımıldaamıyoruz
1.0	Kolay kolay bir telefona yorum yapmam.Ama gercekten herşeyiyle güzel özellikleri olmuş.Kamerasını dostlarım beğendi. Elimde kim görse soruyor. İlgi çekici bir görüntüsü var. Pubg dışındaki oyunlarda telefon ısınmıyor.Yalnız yazılımsal olarak seste bir kısıklık var. Ayarlardan histen ayarı ile düzelttim.Kamera eski telefonum j7 primedan daha iyiydi.Efsane cumada iyi bir fiyat/performans cihazı aldığımı düşünüyorum.Kullanmadan bilemezsiniz. Yeni almak isteyip kafası karışık olanlara honor play'i öneririm.
0.0	cihaz sadece kamera oda abartı doğal değil üzerinde çok oynama var malzeme fiyatının çok altında gpu performansı da öyle
1.0	Telefon müthiş çok güzel olmuş pahalı telefonlara5 çekerkamera harika gece karanlık ta gündüz gibi çekti hafif karanlıktagündüz gibi çekti hafıza güncellemeler çok güzel olmuş pil normal kullanırsan 2 gün dayanıyor herşeyharika 5 numara 10 yıldız
0.0	fiyatına göre evet çok iyi ama hafıza sıkıntısı çok var kamera da güzel değil pil iyi ama diyorsanız sadece sosyal medya kullanirim pek fotoğraf çekilmem o zaman tam size göre
1.0	Cihazı gece satın aldım ertesi gün teslimatını yaptılar hatta çağrı merkezinden bikaç saat gecikmeli geleceğinin bile bilgisi aranilarak iletildi tavsiyeediyorum ürün samsung türkiye garantili olması ayrıca güzel
0.0	Daha önce Samsung modelleri kullanan biri olarak A50de hayal kırıklığı yaşadım.1 Parmak izi tam bir fiyasko rezalet ötesi2 Yüz tanıma biraz daha iyi ama oda olsun diye eklemişler 3 Cihazın ekran kalitesi çok iyi gibi görünüyor ama yakınlaştırma yada bilgisayara attığınız zaman rezaleti görmeniz lazım.4 Video aldığınız yada oynattığınız zaman kumlama yapıyor. Özellikle İphone 6 da video izlerken karşılaştırın farkı göreceksiniz.5 Pil performansı 1 gün götürüyor. Not oyun oynamayan biriyim.6 Dokunmatik kalitesi kötügeriye artı bir şey kalmadı biliyorum ama alacak arkadaşlar bunlara bilerek dikkat etsinler Tek kelime ile paranızla rezil olmayın
0.0	Birkaç gündür kullanıyorum. Genel olarak iyi ancak hoporlör ses seviyesi ile ahize sesi bence az bunun dışında ekran koruyucu ve kılıf bulmak zor
0.0	kesinlikle tavsiye etmiyorum tlf da şarj la ilgili sıkıntı yaşanıyor
0.0	Arkadaşlar İthalatçı Garantili Almayın ben aldım sürünüyorum.Zaten LG G4 anakart anakart hatası var Bu saatten sonra LG de ithalatçı garantili alınmaz sebebi Türkiyeden elini ayağını çekti
0.0	Arkadaşlar telefonu alalı 7 ay oldu ocak başında aldım kullanmaya başladım haziran sonu işte nisan ayı sonunda arızalandı sağolsunlar vestel ilğilendi ekranı değişti olabilir dedik sineye çektik ama 4 aylık telefon ekranının arızalanması tuhaf telefonun sesi çok az çıkıyor mp3 te ve video izlerken ve bu doğrultuda Anker SoundCore Mini Bluetooth Hoparlör satın aldım hepsi buradadan muhteşem bir cihaz acaip ses veriyor AMA NE YAZIKKİ BENİM MUHTEŞEM Z10 NUM UYUM SAĞLAMIYOR MÜŞTERİ HİZMETLERİNİ ARADIM UYUM SAĞLAMIYOR OLABİLİR DEDİLER. şimdi Blutooth kulaklıkla kullanacaklara veya benim kibi hoparlör ile kullanacaklara uyarım olsun dandik dediğimiz şirket telefonu olarak kullandığımız j5 bile destekliyor teknoloji harikası z10 tırt.
0.0	parmak izi okuyucusu kesinlikle çalışmıyor telefonu ilk çıktığı gün aldım ve o günden itibaren defalarca kez denedim ancak parmak izi okuyucusu olsun kullanırım gibi bi hayal kurmasın kimse çünkü çalışmıyor buna emin olun ayrıca yüz tanıma özelliği orta seviye diyebiliriz bataryası çok iyi tüm gün boyu video ve oyun oynayarak denedim gayet güzel yeterli.
1.0	ucuz bir telefon alıyım ama sıfır olsun 2yıl garantili markası iyi olsun sadece alo demeye telefon istiyorum diyen herkese bu telefon çok uygun şarjının da uzun olması bir dez avantaj diyorum
0.0	Arkada bulunan parmak izi okuyucudan hoşlanmıyorum, parmak izi okuyucu yanda olan A7 alacaktım, A50'de önde olduğunu görünce fiyatı alım gücüm dahilindeydiA50 aldım.Parmağımı düzgün okutamamışımdırdeyip bir çok defa tekrar silip yükledim ama işe yaramıyor. PARMAK İZİ OKUYUCU ÇÖPİyi günler.
0.0	bu telefondan kesinlikle uzak durum çünkü 1. Multi touch sorunu var yetkililerden bir cevap yok 2. ses seviyesi ve kalitesi çok kötü3. paneli bozuk ekranın altıda mavi bir ışık var4. 4d oyun keyfi yalan hiç bir fark yok normal oyun oynuyorsunuz5. yazılımı oturmamış arada uygulamalar gidiyor google playa girip uygulamayı bulup açıyorsu bazen uygulama var adı yazmıyor 6. arka kamerası berbat yani elle tutulur bir yanı yok bu telefonun bence uzak durum
1.0	Samsung kaliteli ürünler yapıyor.
0.0	Telefonun hızlı sarj özelliğini desteklediğini soyledikleri halde gonderilen sarj aleti, şarjın tamamen bitmemesine karşın bataryayı 3 satte dolmuştur. Sarj günü rahatlıkla çıkarıyor. Telefon gayet akıcı ve şık. Telefonu hiç görmemiş olarak aldim uzun arastirma ve burada yapilan yorumlardan edindiğim bilgilere gore karar verdim. Bu yuzden siz degerli arkadaslara yardımcı olmak istedim umarım faydası olmuştur.
0.0	Sakın almayın beyler gidin 8 plus yada 8 alın daha iyi arada hiç bi fark yok ben çok iyi fotoğraf çekmek istiyorum diyosanızhuawei mate p20 pro alın pişman olmazsınız
1.0	cihaz tam bir f/p odaklı, xiaomi ve huaweiye misilleme yapmak için çıkarmış samsung. Ama eksileri şu ki kamerada ois desteği yok ,kablosuz şarj yok,toza ve suya dayanıklılık yok, işlemci düşük.tabiki bu fiyata bu derseniz iyi fiyat performans açıkçası
0.0	Eksilerinden bahsedeceğim, Type-C şarj /veri girişi çok daha düşük modellerde olmasına rağmen bunda yok, Kılıflı ve camlı kullanmama rağmen bir kere düştü ve milimetrik zor hissedilen bir yamulma gerçekleşti, Android PE güncellemesinden sonra telefonda bir yavaşlama ve uygulama yükledikçe hafif bir geçişlerde yavaşlama hissettim, 64 GB hafızanın yarısı doldu, windows 10 mu kuruyoruz pc ye anlamadım bu kadar yer kaplaması çok kötü.Şarjı 1 saatten aşağı dolmuyor. Bu fiyat sınıfında başka daha iyi telefonlar var onları iyi araştırın ve öyle karar vermenizi tavsiye ederim. Samsung seri üretime fazla girerek kaliteyi bozdu diye düşünüyorum.
0.0	ürün çince klavyesi cince falan baya ugrasla turkceleştirdim 4g konusma yok normalde a8lerde var ama bunda yok siz düşünün.ben begenmedim cok ısınıyor iade etmek istedim site kabul etmedi buradan begenen arkadaşları anlamıyorum ürün kalitesiz önermiyorum:
1.0	Gayet kullanışlı parasına gore çok iyi bir telefon
1.0	Fiyat vekalite orantısı iyi.hızlı kargo için teşekkürler..
0.0	bakın bunu almayın normal bir telefon bu kadar kasmaz ram tüketimi çok fazla sıfırda bu kadar olmaz
0.0	Ben ozellikle kamerasi icin aldim Ama.hüsran kamerasi.cok kotu 3 kamerasi varmiş.falan 5 kamerasi ollsa ney kotu oldukdan sonra uzgunum pismanim
0.0	yerli malı diye büyük umutlarla aldığım telefon özellikle şarjı beni tatmin etmedi, örneğin %83 den 81 e düşüyor yani atlama yapıyor az önce 22 den 16 ya düştü daha bir aylık telefon ve ben titiz kullaniciyim şarj tamamen dolmadan çıkarmamak benim için şarj çok önemli
0.0	yaklaşık 4 yıl önce hepsiburadan almıştım. telefonu 2 yıl boyunca sorunsuz kullanabildim. en büyük sorunu ısınma idi, ekran parlaklığını yüzde 80'in üzerine çıkmıyor. genel olarak 2 ve 3 yıl içinde anakart arızası veriyor.
0.0	Sar değerleri çok yüksek! Çok zararlı!
